uniqueID,drugName,condition,review,rating,date,usefulCount
65107,Hydrochlorothiazide,High Blood Pressure,"""I went on it with my BP at 145/100 several years ago and it lowered it while eating a standard American diet. A few years ago, I started eating a whole foods diet (limiting processed foods) and had to take myself off the medicine because I would become faint when standing up.



Fast forward to a trip to Vegas in March of 2015. I went off the bus and fell back into the standard american diet having long ago stopped regularly monitoring my BP.  Four days ago, I woke up with a headache and called parents to inform them that wouldn't be making to Turkey Day dinner. Still had some pills remaining and took 50mg a day since along with 2 day fast and eating whole foods again. It's down to 124/80 after being at 201/113 four days ago. I'm reducing to""",6,2015-11-30,36
81846,Liraglutide,"Diabetes, Type 2","""I started Victoza today. At only 0.6 mg. I felt so undeniably and utterly  unwell that I cannot imagine even trying it for a second day.  

 In summary, severe low blood sugar symptoms,  ravenously hungry  and I was also prescribe this for weight loss as well as diabetes,  headache, no energy, and a general feeling of being very not well. 

In short I do not recommend this to anyone.""",1,2017-02-07,7
102960,Aripiprazole,Depression,"""My Doctor gave me 2 weeks of Abilify, 2mg as a sample to take in addition to my 450mg of Wellbutrin. Made me extremely dizzy and had difficulty driving safely due to this. """,1,2010-04-03,41
61611,Citalopram,Depression,"""After 13 years of untreated depression, anxiety and panic attacks I decided to finally ask for help.

That came in the form of 10mg Citalopram for the first week, 20mg for another month and boosted up to 30mg for the next few months. 

In that time I had nothing but bad side effects. Instead of feeling depressed and sad I just got grumpy and mad, I had trouble with my sex drive/performance and the insomnia was ridiculous. My partner told me I had changed since starting the medication. 

I have since come off all medication and living happily without.""",2,2016-10-08,6
205463,Pristiq,Depression,"""A little over two years due to a job change and move, I suffered many anxiety/panic attacks.  One of them landed me in the ER.  I was then diagnosed with depression.  I was put on Pristiq and with time it started working.  I took the medication for about 18 months and then very slowly went off.  I don't like being dependent on medication.  My main reason for going off was my sex drive.  You are very limited as to what you can take while on antidepressants.  I am starting to feel like I am slipping into depression once again so will probably start again.  Pristiq worked wonders for me.""",9,2013-09-13,63
76472,Azor,High Blood Pressure,"""I have been on Azor for 7 days. I also started 60mg of Cymbalta the same night, I have had severe headaches from the time I get up until the time I go to bed, also diarrhea some times 4 times a day. Azor did stop the pulsating heartbeat sounds I was having in my ears, I will see me Dr. in a few days to discuss what is happening and if I should continue this medication, I previously was on Cymbalta with no side effects so I don't believe my symptoms are from that medication.""",7,2013-01-11,6
205920,Pristiq,Depression,"""Wrapping up week 8 with Pristiq. First depression treatment attempt, therefore unable to compare to similar drugs. Notable: elevated mood, on-and-off headaches, sleepiness, confusion, poor coordination, decreased appetite, consistent sex drive. Positive effects of drug definitely outweigh set backs. Thanks Pristiq. Everyone is different and therefore no two people are expected to react the same.""",8,2009-07-26,20
125954,Viibryd,Depression,"""I had no major side effects on this med & it's helped my anxiety & depression. I've been taking it for 6 months. I titrated up to 20mg. The Med was helping my mood but I had diarrhea that wasn't temporary so they put me on 10mg.  The 10mg is working just fine for me but I still get diarrhea every now & then whereas I didn't before starting Viibryd  Something peculiar- it seems since starting Viibryd, my guts are intolerant to veggies I ate fine before I started the med. Lettuces (even organic from the grocery not sprayed w/preservatives, cooked cauliflower etc run right through me now. It's common for ppl to have this affect w/o this med but I never was sensitive. Not sure if there is a correlation. It's not crampy so for now staying on Viibryd.""",8,2015-07-03,29
195967,Levomilnacipran,Depression,"""I was on Fetzima for a couple of months but my depression was still really bad. The doctor kept increasing my dose with no signs of improvement. Eventually, my blood pressure and pulse was so high that I had to come off.""",2,2014-09-22,66
126085,Viibryd,Depression,"""I've tried Prozac, Zoloft, Celexa and none of them worked well. They would work maybe a month and the depression crept back into my life. I started taking Viibryd and the recommendation of a doctor and trusted friend and my life has changed dramatically for the better. I don't have the wiped out feeling and my sex drive has stayed the same. This medicine has been a God send for me. I had to fight to get my insurance to cover it but it has so been worth it.""",10,2013-02-22,97
61634,Citalopram,Depression,"""I'm on 40mg a day, did take sertraline, mirtazapine now on these, don't think they do anything to me, doctor says he don't know if I got bi polar or schizophrenia lol, that's what u get for being honest. did stop them once for week as thought doing nothing, never felt so ill in my life if that's a cold turkey. I'm 35 anyone else on 40mg? """,3,2016-07-25,11
45779,Fluoxetine,Depression,"""I am a 46 year old male. In 1988 I was going through a very serious bout with anxiety and depression. Luckily - there was a place called Freedom From Fear on Staten Island that was able to counsel me (free of charge, as was affiliated with Columbia University), and a doctor there prescribed for me a new drug that was just approved and available...Prozac. I took it for eight months or so and recovered - so much so that it helped me deal with the tragedy of my mother dying only a year later. Yes, this medicine saved my life. This is are the reason I am here right now. I only took the medicine for that eight months, and slowly got off it. Here I am 20 years later, totally fine!""",9,2010-08-13,122
125844,Viibryd,Depression,"""End of Viibryd week 1 was starting to feel normal, then began week 2 at 20mg. More nausea (Ondancetron med really helps at work), no headaches this week. New symptom of gritty feeling in eyes--think it is dry eyes, so bought some good tear drops and seems a lot better now, will keep using. I switched over cold turkey from 40mg Lexapro. When starting any new antidepressant, I always take it on the weekend, NEVER during the workweek. It might make you sleep all day or be ""out of it,"" but that's usually just an adjustment period you have to go thru. Too bad doctors don't always let patients know what to expect.""",8,2016-08-31,15
